@id,name,highway,place,highway_valid
37837627,вулиця Івана Федорова,residential,,
37838037,проспект Науки,secondary,,
37838892,Велика Житомирська вулиця,secondary,,
37839465,проспект Степана Бандери,primary,,
37839470,проспект Степана Бандери,primary,,
37839471,проспект Степана Бандери,primary,,
37839472,Троїцько-Кирилівська вулиця,residential,,
37840490,Кільцева дорога,trunk,,
37840562,Кільцева дорога,trunk,,
37840563,Кільцева дорога,trunk,,
37852081,вулиця Григоровича-Барського,tertiary,,
37852083,вулиця Симиренка,secondary,,
37852084,вулиця Академіка Корольова,secondary,,
37852087,вулиця Василя Доманицького,residential,,
37852088,вулиця Василя Кучера,tertiary,,
37869370,Привітна вулиця,residential,,
37913536,Жилянська вулиця,primary,,
37913537,вулиця Саксаганського,primary,,
37913538,Басейна вулиця,primary,,
37913540,вулиця Михайла Бойчука,primary,,
37913541,вулиця Михайла Бойчука,primary,,
37920123,вулиця Драгоманова,tertiary,,
37920124,вулиця Драгоманова,tertiary,,
37920125,вулиця Анни Ахматової,secondary,,
37920128,Тростянецька вулиця,tertiary,,
37920129,Тростянецька вулиця,secondary,,
37920130,Харківське шосе,primary,,
37920131,Харківське шосе,primary,,
37920132,Харківське шосе,primary,,
37920133,Дарницька площа,primary,,
37920134,проспект Миру,secondary,,
37920136,вулиця Будівельників,secondary,,
37920138,вулиця Гетьмана Павла Полуботка,residential,,
37920139,вулиця Гетьмана Павла Полуботка,residential,,
37920140,вулиця Анни Ахматової,secondary,,
37920147,вулиця Ревуцького,tertiary,,
37920148,вулиця Ревуцького,tertiary,,
37920461,вулиця Будівельників,secondary,,
37920462,вулиця Гетьмана Павла Полуботка,residential,,
37920463,вулиця Сергія Набоки,residential,,
37920464,вулиця Вінстона Черчилля,residential,,
37958532,Нивська вулиця,residential,,
37958533,Нивський провулок,residential,,
37958534,Олександрівська вулиця,residential,,
37958536,Брюссельська вулиця,residential,,
37974410,вулиця Рональда Рейгана,secondary,,
37974411,вулиця Рональда Рейгана,secondary,,
37974412,вулиця Рональда Рейгана,secondary,,
37974413,вулиця Рональда Рейгана,secondary,,
37998820,вулиця Раїси Окіпної,secondary,,
38027909,вулиця Казимира Малевича,secondary,,
38027977,вулиця Ковпака,tertiary,,
38042669,вулиця Академіка Сєркова,residential,,
38072382,Броварський проспект,primary,,
38072384,Броварський проспект,primary,,
38072387,Броварський проспект,primary,,
38072388,Броварський проспект,primary,,
38072871,Труханівська вулиця,primary_link,,
38072872,Труханівська вулиця,primary_link,,
38075585,Броварський проспект,primary,,
38075591,Броварський проспект,primary,,
38075592,Броварський проспект,primary,,
38083241,Глибочицький проїзд,secondary,,
38083256,вулиця Нижній Вал,secondary,,
38083259,Глибочицька вулиця,secondary,,
38083263,вулиця Нижній Вал,secondary,,
38083265,вулиця Верхній Вал,secondary,,
38083266,вулиця Верхній Вал,secondary,,
38083272,вулиця Нижній Вал,secondary,,
38083282,Костянтинівська вулиця,tertiary,,
38083291,вулиця Нижній Вал,secondary,,
38098365,вулиця Олекси Довбуша,service,,
38099231,вулиця Академіка Кухаря,tertiary,,
38123815,вулиця Івана Дзюби,secondary,,
38123816,Велика Окружна вулиця,tertiary,,
38123818,вулиця Зодчих,secondary,,
38123819,проспект Академіка Корольова,secondary,,
38123820,Велика Окружна вулиця,secondary_link,,False
38273933,Поліський провулок,residential,,
38273983,Бориспільська вулиця,secondary,,
38352122,Єреванська вулиця,residential,,
38352624,Новопольова вулиця,residential,,
38419377,Липова вулиця,service,,
38419384,проспект Європейського Союзу,residential,,
38453418,Борщагівська вулиця,primary,,
38453419,Берестейський проспект,primary,,
38453421,Берестейський проспект,primary,,
38453429,Сирецька вулиця,residential,,
38453430,Сирецька вулиця,secondary,,
38453432,вулиця Івана Виговського,secondary,,
38453433,Берестейський проспект,secondary,,
38453439,Берестейський проспект,primary,,
38453440,Берестейський проспект,primary,,
38453442,Берестейський проспект,primary,,
38453443,проспект Повітряних Сил,primary,,
38453783,вулиця Будівельників,secondary,,
38632129,Медова вулиця,residential,,
38632130,проспект Повітряних Сил,unclassified,,
38633231,Зеленогірська вулиця,residential,,
38634626,вулиця Ушинського,residential,,
38644951,бульвар Миколи Міхновського,trunk,,
38644955,Ізюмська вулиця,residential,,
38644958,Деміївська площа,primary,,
38644965,проспект Валерія Лобановського,primary,,
38644970,Деміївська площа,primary,,
38644988,Севастопольська площа,primary,,
38644989,Севастопольська площа,primary,,
38644991,Севастопольська площа,primary,,
38644993,Чоколівський бульвар,primary,,
38644996,Чоколівський бульвар,primary,,
38644998,вулиця Вадима Гетьмана,primary,,
38645001,вулиця Вадима Гетьмана,primary,,
38645002,вулиця Вадима Гетьмана,primary,,
38645010,вулиця Вадима Гетьмана,primary,,
38645013,вулиця Вадима Гетьмана,primary,,
38645014,вулиця Вадима Гетьмана,primary,,
38645018,вулиця Вадима Гетьмана,primary,,
38645021,вулиця Вадима Гетьмана,primary,,
38645022,вулиця Вадима Гетьмана,primary,,
38645025,вулиця Олександра Довженка,primary,,
38645027,вулиця Олександра Довженка,primary,,
38645029,вулиця Олександра Довженка,primary,,
38645031,вулиця Олександра Довженка,primary,,
38645033,вулиця Олександра Довженка,primary,,
38645034,вулиця Олександра Довженка,primary,,
38645035,вулиця Олександра Довженка,primary,,
38666041,вулиця Якова Гніздовського,tertiary,,
38666042,вулиця Вінстона Черчилля,tertiary,,
38699462,Западинська вулиця,unclassified,,
39067790,Вирлицька вулиця,residential,,
39067791,вулиця Соломії Крушельницької,residential,,
39074047,54-та Садова вулиця,residential,,
39074048,55-та Садова вулиця,residential,,
39074049,55-та Садова вулиця,residential,,
39074050,56-та Садова вулиця,residential,,
39074051,57-ма Садова вулиця,residential,,
39074052,58-ма Садова вулиця,residential,,
39074053,60-та Садова вулиця,residential,,
39074057,60-та Садова вулиця,residential,,
39074058,61-ша Садова вулиця,residential,,
39074059,62-га Садова вулиця,residential,,
39074060,63-тя Садова вулиця,residential,,
39074061,64-та Садова вулиця,residential,,
39074062,65-та Садова вулиця,residential,,
39075455,54-та Садова вулиця,residential,,
39075456,56-та Садова вулиця,residential,,
39075458,57-ма Садова вулиця,residential,,
39075459,58-ма Садова вулиця,residential,,
39075460,59-та Садова вулиця,residential,,
39075463,60-та Садова вулиця,residential,,
39075464,61-ша Садова вулиця,residential,,
39075465,62-га Садова вулиця,residential,,
39075467,64-та Садова вулиця,residential,,
39162202,проспект Європейського Союзу,residential,,
39162270,проспект Європейського Союзу,secondary,,
39162274,проспект Європейського Союзу,secondary,,
39162276,проспект Європейського Союзу,residential,,
39162279,проспект Свободи,tertiary,,
39502888,Привокзальна вулиця,secondary,,
39534498,Сирецька вулиця,living_street,,False
39534499,Павлоградська вулиця,living_street,,False
39534500,вулиця Байрона,living_street,,False
39534501,вулиця Гетьмана Павла Бута,residential,,
39534502,Компанійський провулок,residential,,
39550385,вулиця Дениса Антіпова,tertiary,,
39578934,проспект Петра Григоренка,secondary,,
39580360,Бориспільська вулиця,secondary,,
39580361,Старобориспільська вулиця,secondary,,
39580362,Привокзальна вулиця,secondary,,
39580363,Харківське шосе,primary,,
39643947,Міжнародна вулиця,residential,,
39643948,вулиця Петра Дорошенка,residential,,
39643949,вулиця Рейнгольда Глієра,residential,,
39643950,бульвар Миколи Руденка,tertiary,,
39646509,Зрошувальна вулиця,unclassified,,
39646510,Зрошувальна вулиця,unclassified,,
39646577,Зрошувальна вулиця,residential,,
39646578,Зрошувальна вулиця,residential,,
39724171,вулиця Миколи Терещенка,residential,,
40026086,Дніпроводська вулиця,primary,,
40347303,Військовий проїзд,unclassified,,
40424397,Набережно-Рибальська дорога,secondary,,
40481456,вулиця Сімʼї Бродських,residential,,
40549376,Старобориспільська вулиця,secondary,,
40549377,вулиця Миколи Хвильового,residential,,
40549378,Старобориспільська вулиця,secondary,,
40549379,Старобориспільська вулиця,secondary,,
40648024,Велика Китаївська вулиця,residential,,
40648025,вулиця Павла Грабовського,residential,,
40701370,Дніпровське шосе,primary,,
40701386,Дніпровське шосе,primary,,
40730271,вулиця Миколи Юнкерова,residential,,
40885916,Грузинський провулок,residential,,
40896920,вулиця Бориса Антоненка-Давидовича,residential,,
40896921,вулиця Бориса Антоненка-Давидовича,residential,,
40963828,Набережно-Корчуватська вулиця,residential,,
40969603,Широка вулиця,residential,,
41027200,вулиця Кастуся Калиновського,residential,,
41055387,вулиця Софії Ковалевської,residential,,
41081810,Бутишів провулок,residential,,
41083513,Подільський мостовий перехід,secondary_link,,False
41112578,Соломʼянська вулиця,residential,,
41259309,Полярна вулиця,primary,,
41312268,Галерна вулиця,service,,
41312291,Острівна вулиця,residential,,
41312295,Острівна вулиця,unclassified,,
41312296,Острівна вулиця,unclassified,,
41378027,Пантелеймонівська вулиця,residential,,
41378031,вулиця Академіка Лебедєва,residential,,
41382380,вулиця Квітки-Основ’яненка,residential,,
41385343,Голосіївський проспект,trunk,,
41422178,Богатирська вулиця,secondary_link,,False
41490357,Добринінська вулиця,residential,,
41490360,Добринінська вулиця,residential,,
41542817,Добринінська вулиця,residential,,
42254120,вулиця Отамана Зеленого,residential,,
42284026,Наддніпрянське шосе,unclassified,,
42284038,Залізничне шосе,tertiary,,
42284044,Саперно-Слобідська вулиця,residential,,
42285518,вулиця Раїси Окіпної,secondary,,
42429017,Автозаводська вулиця,secondary_link,,False
42432042,вулиця Левка Лукʼяненка,secondary,,
42485583,провулок Галшки Гулевичівни,residential,,
42485635,Феодосійська вулиця,residential,,
42485741,вулиця Цимбалів Яр,residential,,
42485750,Горяна вулиця,residential,,
42485751,Чумацька вулиця,residential,,
42485752,вулиця Академіка Писаржевського,residential,,
42488415,Бориспільська вулиця,secondary,,
42488416,Броварський проспект,trunk,,
42488417,Броварський проспект,primary,,
42488418,проспект Леоніда Каденюка,trunk,,
42488419,Бориспільська вулиця,secondary,,
42489899,Наддніпрянське шосе,primary,,
42491078,Саперно-Слобідська вулиця,residential,,
42743252,вулиця Бориса Гмирі,residential,,
42743253,вулиця Бориса Гмирі,residential,,
42860365,вулиця Івана Богуна,residential,,
42860366,Борова вулиця,residential,,
42860367,вулиця Михайла Коцюбинського,residential,,
42870464,Горлівська вулиця,residential,,
42870918,Брацлавська вулиця,service,,
42870919,Брацлавська вулиця,residential,,
42883949,Спортивна вулиця,residential,,
42883951,5-та лінія,residential,,
42883958,Малинівська вулиця,residential,,
42883959,205-та Садова вулиця,residential,,
42883963,204-та Садова вулиця,residential,,
42883980,201-ша Садова вулиця,residential,,
42883999,206-та Садова вулиця,residential,,
43039225,вулиця Братства Тарасівців,tertiary,,
43039234,вулиця Лариси Руденко,residential,,
43039235,вулиця Лариси Руденко,residential,,
43197605,вулиця Академіка Лебедєва,residential,,
43309272,Броварська вулиця,primary,,
43375922,вулиця Василя Верховинця,residential,,
43375923,вулиця Василя Єрошенка,residential,,
43378029,вулиця Сімʼї Стешенків,residential,,
43378030,вулиця Давида Гурамішвілі,residential,,
43378371,вулиця Івана Дзюби,secondary,,
43378372,вулиця Івана Дзюби,tertiary,,
43378373,вулиця Івана Дзюби,secondary,,
43620420,Георгіївський провулок,residential,,
43620576,Контрактова площа,residential,,
44023212,Горлівська вулиця,residential,,
44619763,вулиця Юрія Шумського,tertiary,,
44781208,Чистяківська вулиця,residential,,
44781209,вулиця Авіаконструктора Петра Балабуєва,residential,,
44781210,Чистяківський провулок,residential,,
44781214,4-та Садова вулиця,residential,,
44840393,вулиця Івана Миколайчука,trunk_link,,False
44840394,вулиця Івана Миколайчука,secondary,,
44975293,Дніпровська набережна,secondary,,
45041665,Микільсько-Слобідська вулиця,unclassified,,
45043035,Лікарняний провулок,residential,,
45043041,вулиця Всеволода Нестайка,tertiary,,
45046200,Русанівська набережна,secondary,,
45046203,вулиця Івана Миколайчука,trunk_link,,False
45046206,Дніпровська набережна,trunk_link,,False
45135374,вулиця Архітектора Вербицького,tertiary,,
45135381,вулиця Архітектора Вербицького,tertiary,,
45136105,вулиця Архітектора Вербицького,tertiary,,
45136107,Тростянецька вулиця,secondary,,
45136108,Тростянецька вулиця,secondary,,
45138677,вулиця Юрія Шумського,tertiary,,
45138694,вулиця Бориса Мартоса,trunk_link,,False
45138695,вулиця Бориса Мартоса,secondary,,
45140234,проспект Павла Тичини,tertiary,,
45140239,проспект Павла Тичини,tertiary,,
45140240,Березняківська вулиця,tertiary,,
45140657,вулиця Симона Петлюри,secondary,,
45140658,вулиця Симона Петлюри,secondary,,
45143450,Дарницький автомобільно-залізничний міст,primary,,
45143451,вулиця Петра Радзіня,primary,,
45172928,вулиця Радистів,residential,,
45205626,Фролівський провулок,service,,
45571577,Ігорівська вулиця,residential,,
45602130,Володимирська вулиця,tertiary,,
45602132,Володимирська вулиця,secondary,,
45602133,Володимирська вулиця,secondary,,
45603011,вулиця Саксаганського,primary,,
45603023,Терещенківська вулиця,residential,,
45985363,міст Патона,trunk,,
45985365,Дніпровська набережна,secondary,,
46041711,Лабораторна вулиця,residential,,
46050891,Берестейський проспект,primary,,
46332460,Підлісна вулиця,residential,,
46332461,вулиця Олега Мудрака,primary,,
46337760,Робітнича вулиця,tertiary,,
46337762,Робітнича вулиця,tertiary,,
46337765,проспект Академіка Палладіна,trunk,,
46337766,Депутатська вулиця,secondary,,
46337767,бульвар Академіка Вернадського,tertiary,,
46601862,вулиця Василя Стуса,tertiary,,
46601864,вулиця Мирослава Поповича,tertiary,,
46603559,Гостомельська площа,secondary,,
46603565,Гостомельська площа,secondary_link,,False
46606226,Контрактова площа,pedestrian,,
46606232,Контрактова площа,pedestrian,,
46609100,Волоська вулиця,residential,,
46609820,вулиця Електриків,tertiary,,
46610643,Костянтинівська вулиця,secondary,,
46898830,вулиця Авіаконструктора Антонова,residential,,
46907226,Преображенська вулиця,residential,,
46973086,вулиця Рональда Рейгана,secondary,,
46975845,Прорізна вулиця,tertiary,,
46975848,Європейська площа,secondary,,
46976361,Бессарабська площа,pedestrian,,
46988000,Михайлівська вулиця,secondary,,
47122503,провулок Ярослава Хомова,residential,,
47155453,Деміївська вулиця,tertiary,,
47155556,Голосіївська вулиця,secondary,,
47155557,Васильківська вулиця,secondary,,
47172480,Еспланадна вулиця,secondary,,
47172484,Лютеранська вулиця,residential,,
47172485,Липська вулиця,residential,,
47172486,вулиця Дарвіна,residential,,
47172487,вулиця Кропивницького,residential,,
47172497,Крутий узвіз,residential,,
47172499,провулок Івана Козловського,residential,,
47186981,Васильківська площа,secondary,,
47187976,вулиця Івана Федорова,secondary,,
47233772,алея Героїв Крут,secondary,,
47233793,Іпсилантіївський провулок,residential,,
47233840,Бутишів провулок,residential,,
47487185,вулиця Юрія Кондратюка,residential,,
47487190,вулиця Юрія Кондратюка,residential,,
48536271,вулиця Катерини Грушевської,residential,,
48536272,Батумська вулиця,residential,,
48536274,Краматорський провулок,residential,,
48536277,Краматорська вулиця,residential,,
48536278,Старобільський провулок,residential,,
48573349,Костанайська вулиця,residential,,
48671651,Берестейський проспект,tertiary,,
48671656,вулиця Ореста Васкула,residential,,
48789027,проспект Академіка Палладіна,tertiary,,
48847482,вулиця Якуба Коласа,tertiary,,
48847483,бульвар Жуля Верна,tertiary,,
48991373,вулиця Ковпака,tertiary,,
49151183,Тиврівський провулок,residential,,
49397801,Слобожанська вулиця,residential,,
49637346,вулиця Михайла Гришка,residential,,
49638870,вулиця Олександра Мишуги,residential,,
49921422,вулиця Михайла Максимовича,secondary,,
49931404,Урожайна вулиця,service,,
49989864,Медова вулиця,residential,,
49989865,Медова вулиця,residential,,
49990311,вулиця Братів Чучупаків,residential,,
49990314,Холодноярська вулиця,secondary,,
49991116,вулиця Еллана-Блакитного,tertiary,,
49991118,вулиця Горіхуватський Шлях,unclassified,,
50071504,вулиця Стеценка,secondary,,
50071506,вулиця Івана Виговського,secondary,,
50071560,проспект Свободи,tertiary,,
50071561,проспект Свободи,tertiary,,
50203301,бульвар Лесі Українки,primary,,
50420617,вулиця Михайла Гришка,residential,,
50439789,Грузинська вулиця,residential,,
50501643,вулиця Лесі Українки,residential,,
50654242,вулиця Єжи Ґедройця,residential,,
50654243,вулиця Єжи Ґедройця,tertiary,,
50682394,Колекторна вулиця,residential,,
50682396,Колекторна вулиця,residential,,
50805884,вулиця Генерала Алмазова,secondary,,
50833805,Голосіївський проспект,primary,,
50847365,вулиця Михайла Коцюбинського,residential,,
50877626,вулиця Алімпія Галика,residential,,
50877636,Мале коло,raceway,,False
50885112,Гоголівська вулиця,tertiary,,
50885119,Несторівський провулок,residential,,
51043022,Старокиївський провулок,residential,,
51043023,вулиця Віктора Ярмоли,residential,,
51048971,вулиця Праведників,residential,,
51048973,Овруцька вулиця,tertiary,,
51048974,Татарська вулиця,residential,,
51048975,Дорогожицька вулиця,residential,,
51048976,вулиця Герцена,tertiary,,
51048977,Овруцька вулиця,tertiary,,
51048978,Соляна вулиця,residential,,
51048979,вулиця Миколи Мурашка,residential,,
51048981,Нагірний провулок,residential,,
51048982,провулок Іллі Рєпіна,residential,,
51068575,Метробудівська вулиця,residential,,
51113965,Залізнична вулиця,residential,,
51113966,Дашавська вулиця,residential,,
51113967,вулиця Ушинського,tertiary,,
51113971,Дашавська вулиця,residential,,
51113972,Уманська вулиця,service,,
51179716,вулиця Патріарха Мстислава Скрипника,residential,,
51179718,Платонівська вулиця,residential,,
51179719,Платонівський провулок,residential,,
51179720,вулиця Людмили Проценко,residential,,
51247399,Златопільська вулиця,residential,,
51247400,Донська вулиця,residential,,
51247401,вулиця Василя Барки,residential,,
51247402,Озерна вулиця,residential,,
51247403,вулиця Василя Овсієнка,residential,,
51247404,вулиця Братів Зерових,residential,,
51247405,вулиця Сімʼї Житецьких,residential,,
51247407,вулиця Василя Барки,residential,,
51247408,Караїмський провулок,residential,,
51247410,Гайсинська вулиця,residential,,
51292831,Кінцева вулиця,service,,
51294198,вулиця Володимира Брожка,secondary,,
51511264,проспект Миколи Бажана,residential,,
51511266,проспект Миколи Бажана,residential,,
51545907,вулиця Гребінки,residential,,
51545910,провулок Цимбалів Яр,residential,,
51545911,Малокитаївська вулиця,residential,,
51548155,вулиця Василя Яна,residential,,
51551878,Столичне шосе,primary,,
51551888,Велика Кільцева вулиця,trunk,,
51559478,провулок Гната Хоткевича,unclassified,,
51559479,Віскозна вулиця,unclassified,,
51559480,вулиця Роберта Лісовського,unclassified,,
51559481,вулиця Роберта Лісовського,unclassified,,
51603550,Чеська вулиця,residential,,
51603552,вулиця Саперне Поле,residential,,
51603554,вулиця Саперне Поле,residential,,
51826549,вулиця Авіаконструктора Антонова,residential,,
51826570,вулиця Авіаконструктора Антонова,residential,,
51893991,Саперно-Слобідська вулиця,tertiary,,
51939190,вулиця Академіка Філатова,residential,,
51943843,Військовий проїзд,unclassified,,
51943844,вулиця Остапа Вишні,residential,,
51943845,Військовий проїзд,unclassified,,
51965404,проспект Петра Григоренка,secondary,,
51965646,проспект Петра Григоренка,secondary,,
52024353,проспект Георгія Нарбута,primary,,
52024356,проспект Георгія Нарбута,primary,,
52024357,вулиця Ігоря Юхновського,tertiary,,
52024358,проспект Алішера Навої,tertiary,,
52024364,Старосільська вулиця,residential,,
52024383,вулиця Сірожупанників,residential,,
52058545,проспект Соборності,trunk,,
52058546,проспект Соборності,trunk,,
52083773,Деміївська площа,primary,,
52083774,Деміївська площа,primary,,
52083778,провулок Руслана Лужевського,unclassified,,
52091793,Пластова вулиця,residential,,
52091811,вулиця Гетьмана Павла Полуботка,tertiary,,
52091812,бульвар Верховної Ради,trunk,,
52091817,проспект Леоніда Каденюка,tertiary,,
52153298,вулиця Академіка Стражеска,residential,,
52153299,вулиця Академіка Стражеска,residential,,
52153817,Західна вулиця,residential,,
52175888,вулиця Володимира Сосюри,residential,,
52175889,проспект Соборності,residential,,
52175890,вулиця Щепкіна,residential,,
52175891,Профспілкова вулиця,tertiary,,
52175892,Люботинська вулиця,residential,,
52175894,вулиця Трактористів,residential,,
52175895,Сиваська вулиця,residential,,
52175897,Гроденський провулок,residential,,
52175898,провулок Василя Сухенка,residential,,
52175899,Профспілковий провулок,residential,,
52175901,вулиця Микешина,residential,,
52175902,Бишівський провулок,residential,,
52175903,провулок Новаторів,residential,,
52175904,Люботинський провулок,residential,,
52175905,Сновська вулиця,residential,,
52175906,Сновський провулок,residential,,
52175907,вулиця Любові Малої,residential,,
52242181,Русанівська набережна,trunk_link,,False
52289258,Велике коло,raceway,,False
52289466,Метрологічна вулиця,tertiary,,
52305073,провулок Фізкультури,construction,,False
52333265,вулиця Устима Кармелюка,residential,,
52333267,Лохвицька вулиця,residential,,
52333269,вулиця Устима Кармелюка,residential,,
52333270,Сиваська вулиця,residential,,
52333271,Хорольський провулок,residential,,
52333272,Дністерська вулиця,residential,,
52333273,провулок Устима Кармелюка,residential,,
52333274,Краснокутський провулок,residential,,
52391435,проспект Академіка Глушкова,trunk,,
52463180,вулиця Казимира Малевича,secondary,,
52721477,вулиця Дмитра Захарчука,residential,,
52721489,вулиця Григорія Косинки,service,,
52854169,проспект Степана Бандери,primary,,
52854170,Оболонський проспект,secondary,,
52854172,Оболонський проспект,secondary,,
52854174,Оболонський проспект,secondary,,
52854182,проспект Степана Бандери,primary,,
52854184,Оболонський проспект,secondary,,
52945398,вулиця Електриків,residential,,
52945400,Гаванська вулиця,tertiary,,
52948921,Чорноморська вулиця,residential,,
52948922,вулиця Гулаків-Артемовських,residential,,
52948923,Гаванський провулок,residential,,
52948924,Тульчинська вулиця,service,,
52958707,вулиця Миколи Садовського,residential,,
52958708,Сирецька вулиця,secondary,,
52958710,вулиця Семена Скляренка,primary,,
52958713,Фруктова вулиця,residential,,
52958715,проспект Степана Бандери,primary,,
52958716,вулиця Олени Теліги,primary,,
52958717,вулиця Енді Воргола,residential,,
52958720,Рясний провулок,residential,,
52958721,Верболозний провулок,residential,,
52958722,Верболозний провулок,residential,,
52958724,Бойківський провулок,residential,,
52958725,Веселковий провулок,residential,,
52958726,Шполянська вулиця,residential,,
52958727,вулиця Олени Теліги,primary,,
52958729,Новокостянтинівський шляхопровід,primary,,
52958731,Білицька вулиця,residential,,
52958732,Розважівський провулок,residential,,
53626449,вулиця Дружби,residential,,
53721421,Високовольтний провулок,unclassified,,
53721422,Лугова вулиця,residential,,
53721425,вулиця Кирила Осьмака,tertiary,,
53721426,Мостова вулиця,tertiary,,
55212753,Лукрецька вулиця,residential,,
55384354,Лугова вулиця,residential,,
55384360,вулиця Йоганна Вольфганга Ґете,residential,,
55384362,вулиця Героїв Зміїного,residential,,
55384363,Гречаний провулок,residential,,
55384364,Пасічна вулиця,residential,,
55384431,Луговий провулок,residential,,
55384432,Луговий провулок,residential,,
55384905,Заплавна вулиця,residential,,
55384907,вулиця Опанаса Сластіона,residential,,
55384908,Вуликова вулиця,residential,,
55535124,Заплавна вулиця,residential,,
55536053,Медоносна вулиця,residential,,
55536055,Трипільська вулиця,residential,,
55536057,Лютнева вулиця,residential,,
55536602,Нектарна вулиця,residential,,
55536604,вулиця 1 Травня,residential,,
55536605,2-й Бортницький провулок,residential,,
55537616,Колекторна вулиця,unclassified,,
55540026,Колекторна вулиця,service,,
55626248,вулиця Володимира Рибака,tertiary,,
55792175,вулиця Володимира Рибака,residential,,
55805423,Горлівська вулиця,footway,,False
55814442,вулиця Анни Ахматової,secondary,,
56224601,проспект Георгія Гонгадзе,tertiary,,
56224603,Золочівський провулок,residential,,
56224604,проспект Свободи,tertiary,,
56224606,Биківський провулок,residential,,
56224607,Велика Кільцева дорога,primary,,
56631076,вулиця Івана Дзюби,secondary,,
56645246,Зарічна вулиця,residential,,
57101439,вулиця Литвиненко-Вольгемут,residential,,
57376232,4-та лінія,residential,,
57376233,7-ма лінія,residential,,
57376235,10-та лінія,residential,,
57376241,8-ма лінія,residential,,
57376243,1-ша лінія А,residential,,
57376246,1-ша лінія,residential,,
57376247,5-та лінія,residential,,
57376248,3-тя лінія,residential,,
57376249,2-га лінія,residential,,
57376251,9-та лінія,residential,,
57376252,8-ма лінія,residential,,
57378023,15-та Садова вулиця,residential,,
57378026,18-та Садова вулиця,residential,,
57378028,16-та Садова вулиця,residential,,
57378029,17-та Садова вулиця,residential,,
57847302,бульвар Миколи Міхновського,trunk,,
58473624,вулиця Володимира Покотила,tertiary,,
59151321,Акацієвий провулок,residential,,
59151326,Прополісний провулок,residential,,
59151328,1-й провулок Дружби,residential,,
59151329,2-й провулок Дружби,residential,,
59151330,3-й провулок Дружби,residential,,
59151331,Бортницька вулиця,residential,,
59151333,1-й Бортницький провулок,residential,,
59151334,Бортницька вулиця,residential,,
59151526,Автотранспортна вулиця,residential,,
59151527,провулок Олександра Барвінського,residential,,
59151529,Промисловий провулок,residential,,
59151561,Баштанський провулок,residential,,
59466150,проспект Європейського Союзу,secondary,,
59483962,Високовольтний провулок,unclassified,,
59484994,вулиця Петра Прокоповича,residential,,
59485056,Озерна вулиця,residential,,
59485101,Озерний провулок,residential,,
59485135,Демидівська вулиця,residential,,
59485143,Садова вулиця,residential,,
59485145,вулиця Леоніли Заглади,residential,,
59485183,вулиця Сергія Світославського,residential,,
59513348,Високовольтний провулок,unclassified,,
59586891,проспект Науки,secondary,,
59588438,Новопирогівська вулиця,unclassified,,
59914647,Чорнобильська вулиця,secondary,,
60094785,Видубицька вулиця,residential,,
60147666,Горлівська вулиця,footway,,False
60211936,Лугова вулиця,secondary,,
60211937,Лугова вулиця,secondary,,
60211983,Лугова вулиця,secondary,,
60256735,вулиця Героїв полку «Азов»,secondary,,
60256739,Оболонський проспект,secondary,,
60256740,Оболонський проспект,secondary,,
60256751,Оболонський проспект,secondary,,
60258508,Оболонський проспект,secondary,,
60258509,Добринінська вулиця,residential,,
60269253,проспект Степана Бандери,primary,,
60269254,Оболонський проспект,secondary,,
60269256,Приозерна вулиця,residential,,
60269258,проспект Степана Бандери,primary,,
60269262,Оболонський проспект,secondary,,
60269395,Вербова вулиця,residential,,
60269396,Оболонський проспект,secondary,,
60401403,вулиця Левка Лукʼяненка,secondary,,
60417577,Північна вулиця,tertiary,,
60417578,Північна вулиця,tertiary,,
60419541,проспект Володимира Івасюка,secondary,,
60494696,Оболонський проспект,secondary,,
60494697,Мінська площа,secondary,,
60494701,Мінська площа,secondary,,
60545118,Мовчунівський провулок,residential,,
60545119,Віденська вулиця,residential,,
60545120,вулиця Дмитра Яворницького,residential,,
60545122,вулиця Христини Сушко,residential,,
60545125,вулиця Крушельницького,residential,,
60545126,Обухівська вулиця,unclassified,,
60545127,вулиця Володимира Шульгина,residential,,
60738037,22-га Садова вулиця,residential,,
60760428,провулок Віктора Дубровського,residential,,
60760432,Обухівська вулиця,residential,,
60760433,Обухівська вулиця,residential,,
60760436,вулиця Йосипа Маршака,residential,,
60760439,вулиця Христини Сушко,residential,,
60760444,вулиця Володимира Дурдуківського,residential,,
60760445,Обухівська вулиця,residential,,
60760449,Осінній провулок,tertiary,,
60808281,Лугова вулиця,secondary,,
60889141,Лугова вулиця,secondary,,
60889142,Лугова вулиця,secondary,,
60892176,Богатирська вулиця,primary,,
60892178,Богатирська вулиця,primary,,
60991242,Васильківський провулок,residential,,
60991243,вулиця Семена Палія,residential,,
60991244,Хотівська вулиця,residential,,
60991245,Альпійський провулок,residential,,
60991246,Хутоярівський провулок,residential,,
60991247,провулок Бабієнків,residential,,
60991249,вулиця Івана Підкови,residential,,
60991250,вулиця Карпатської Січі,residential,,
60991251,провулок Івана Фірцака,residential,,
60991252,Нікопольська вулиця,residential,,
60991255,Римська вулиця,residential,,
60991257,Сквирський провулок,residential,,
60991259,вулиця Семена Палія,residential,,
60991262,Щоглівський провулок,residential,,
60991264,Козацький провулок,residential,,
60991265,вулиця Івана Фірцака,residential,,
60991266,Дубовий провулок,residential,,
60991267,Гатна вулиця,residential,,
60991268,вулиця Професора Буйка,residential,,
