@id,name,highway,place,highway_valid,name_type
28792623,Роздільна вулиця,residential,,,вулиця
28792640,вулиця Енергетиків,residential,,,вулиця
28797126,вулиця Академіка Возіанова,residential,,,вулиця
28922074,вулиця Родини Глаголєвих,tertiary,,,вулиця
28922076,вулиця Максима Берлинського,tertiary,,,вулиця
28998805,Докучаєвський провулок,residential,,,провулок
29084774,вулиця Зої Бутенко,residential,,,вулиця
29087647,провулок Енергетиків,residential,,,провулок
29089370,провулок Максима Кривоноса,residential,,,провулок
29089389,Олексіївська вулиця,residential,,,вулиця
29349314,вулиця Романа Ратушного,tertiary,,,вулиця
29378126,Печерський узвіз,residential,,,узвіз
30085726,вулиця Князів Острозьких,secondary,,,вулиця
30157507,Горлівська вулиця,residential,,,вулиця
30263397,Набережно-Печерська дорога,unclassified,,,дорога
30263505,Ломаківська вулиця,residential,,,вулиця
30282154,Харківський провулок,residential,,,провулок
30282155,Ялинковий провулок,residential,,,провулок
30282157,Чернігівський провулок,residential,,,провулок
30282159,Боровий провулок,residential,,,провулок
30283031,Борова вулиця,residential,,,вулиця
30283033,Молочанський провулок,residential,,,провулок
30283034,Заміський провулок,residential,,,провулок
30283035,Диканський провулок,residential,,,провулок
30313720,вулиця Дмитра Дорошенка,residential,,,вулиця
30373334,провулок Юрія Матущака,residential,,,провулок
30392782,Вокзальна вулиця,tertiary,,,вулиця
30393373,Залізничне шосе,tertiary,,,шосе
30492561,вулиця Олександра Довженка,primary_link,,,вулиця
30493218,вулиця Жамбила Жабаєва,tertiary,,,вулиця
30597901,вулиця Миколи Грінченка,secondary,,,вулиця
30657012,вулиця Ігоря Брановицького,residential,,,вулиця
30657101,вулиця Миколи Голего,secondary,,,вулиця
30666265,вулиця Максима Токарева,residential,,,вулиця
30666852,вулиця Олекси Гірника,residential,,,вулиця
30727701,Ковальський провулок,residential,,,провулок
30746240,Паркова дорога,secondary,,,дорога
30759218,вулиця Володимира Покотила,tertiary,,,вулиця
30759226,бульвар Миколи Руденка,tertiary,,,бульвар
30797909,Деміївська вулиця,tertiary,,,вулиця
30813847,Ливарська вулиця,residential,,,вулиця
30813855,Куренівський провулок,residential,,,провулок
30907147,Алматинська вулиця,tertiary,,,вулиця
30907149,Гіллястий провулок,residential,,,провулок
31068056,Лисогірська вулиця,residential,,,вулиця
31102080,Товарна вулиця,residential,,,вулиця
31105591,Резервна вулиця,living_street,,False,вулиця
31105690,Петропавлівська площа,residential,,,площа
31117913,вулиця Вікентія Хвойки,unclassified,,,вулиця
31118081,Тульчинська вулиця,residential,,,вулиця
31118166,вулиця Рилєєва,residential,,,вулиця
31118180,Цукровий провулок,residential,,,провулок
31118203,Бондарська вулиця,residential,,,вулиця
31118206,Бондарський провулок,residential,,,провулок
31118225,Білицька вулиця,residential,,,вулиця
31118775,Замковецький провулок,residential,,,провулок
31118841,вулиця Резервна,service,,,вулиця
31118881,вулиця Олександра Попова,residential,,,вулиця
31119969,вулиця Вітряні Гори,residential,,,вулиця
31120023,Вишгородська вулиця,secondary,,,вулиця
31120735,вулиця Миколи Гулака,residential,,,вулиця
31122097,Пріорська вулиця,residential,,,вулиця
31122169,провулок Кузьми Скрябіна,residential,,,провулок
31122203,вулиця Івана Їжакевича,residential,,,вулиця
31122269,Чигиринська вулиця,residential,,,вулиця
31122314,Гамаліївська вулиця,residential,,,вулиця
31122324,Лисянська вулиця,residential,,,вулиця
31140366,вулиця Винахідників,residential,,,вулиця
31145152,Новомостицька вулиця,residential,,,вулиця
31145180,Замковецька вулиця,residential,,,вулиця
31145197,Глухівська вулиця,living_street,,False,вулиця
31145224,Парковий провулок,living_street,,False,провулок
31145228,Переяславська вулиця,living_street,,False,вулиця
31145229,Хотинська вулиця,living_street,,False,вулиця
31145230,Опільська вулиця,living_street,,False,вулиця
31145232,Піхотний провулок,residential,,,провулок
31145233,Зимова вулиця,residential,,,вулиця
31145253,Паркова вулиця,residential,,,вулиця
31145254,Городищенська вулиця,residential,,,вулиця
31145257,Голубиний провулок,residential,,,провулок
31145278,Білицький провулок,residential,,,провулок
31145284,Копайгородська вулиця,residential,,,вулиця
31145327,Рожевий провулок,residential,,,провулок
31145388,вулиця Боровиковського,residential,,,вулиця
31145405,Агрегатна вулиця,residential,,,вулиця
31145417,вулиця Ярослава Івашкевича,secondary,,,вулиця
31145671,вулиця Марка Вовчка,secondary,,,вулиця
31145927,Північна вулиця,residential,,,вулиця
31146074,провулок Старицького,residential,,,провулок
31146090,Мінська вулиця,residential,,,вулиця
31146091,Бобруйський провулок,residential,,,провулок
31146093,Таврійський провулок,residential,,,провулок
31146096,Гомельська вулиця,residential,,,вулиця
31146097,Гомельський провулок,residential,,,провулок
31146099,Мінський провулок,residential,,,провулок
31146103,Зоряна вулиця,residential,,,вулиця
31146104,Могилів-Подільський провулок,residential,,,провулок
31146107,Зоряний провулок,residential,,,провулок
31146384,вулиця Михайла Задніпровського,secondary,,,вулиця
31146403,вулиця Єжи Ґедройця,tertiary,,,вулиця
31146419,вулиця Євгена Коновальця,secondary,,,вулиця
31153242,Рожева вулиця,residential,,,вулиця
31153466,вулиця Віктора Некрасова,secondary,,,вулиця
31153471,Сирецько-Садова вулиця,residential,,,вулиця
31154713,Межовий провулок,residential,,,провулок
31164900,Канівська вулиця,residential,,,вулиця
31164973,вулиця Косенка,residential,,,вулиця
31165001,Кобзарська вулиця,residential,,,вулиця
31165087,Мліївська вулиця,residential,,,вулиця
31165098,вулиця Лесі Українки,residential,,,вулиця
31165102,вулиця Луки Долинського,residential,,,вулиця
31165139,вулиця Муси Джаліля,residential,,,вулиця
31165174,Ворзельська вулиця,residential,,,вулиця
31165211,вулиця Василя Мови,residential,,,вулиця
31165236,Межова вулиця,residential,,,вулиця
31165914,Спаська вулиця,residential,,,вулиця
31171794,Воздвиженська вулиця,living_street,,False,вулиця
31171848,Кожумʼяцька вулиця,living_street,,False,вулиця
31171853,Гончарна вулиця,living_street,,False,вулиця
31235961,вулиця Сажина,residential,,,вулиця
31236036,Пуща-Водицький провулок,residential,,,провулок
31236059,Золочівська вулиця,residential,,,вулиця
31236064,Сухумська вулиця,residential,,,вулиця
31236066,Моринецький провулок,residential,,,провулок
31236149,Моринецька вулиця,residential,,,вулиця
31236259,Луцька вулиця,residential,,,вулиця
31236303,Лісозахисна вулиця,residential,,,вулиця
31236458,Пуща-Водицька вулиця,residential,,,вулиця
31236460,вулиця Сошенка,residential,,,вулиця
31236531,Кобзарський провулок,residential,,,провулок
31236533,Світязька вулиця,residential,,,вулиця
31267359,вулиця Всеволода Змієнка,construction,,False,вулиця
31269157,вулиця Родини Крістерів,construction,,False,вулиця
31270132,Тираспольська вулиця,footway,,False,вулиця
31272510,Смородинський узвіз,unclassified,,,узвіз
31314189,бульвар Вацлава Гавела,residential,,,бульвар
31317795,Лубенська вулиця,residential,,,вулиця
31317796,Ромоданівська вулиця,residential,,,вулиця
31317797,Яготинська вулиця,residential,,,вулиця
31317798,вулиця Генерала Кульчицького,residential,,,вулиця
31317801,Баришівська вулиця,residential,,,вулиця
31572405,вулиця Джохара Дудаєва,residential,,,вулиця
31572407,Новопечерський провулок,service,,,провулок
31623117,вулиця Франциска Скорини,residential,,,вулиця
31689150,Курортна вулиця,residential,,,вулиця
31689161,вулиця Федора Максименка,residential,,,вулиця
31689179,вулиця Миколи Юнкерова,residential,,,вулиця
31689187,вулиця Ірини Жиленко,residential,,,вулиця
31705658,Цитадельна вулиця,residential,,,вулиця
31705826,вулиця Юрія Іллєнка,secondary,,,вулиця
31705880,Передова вулиця,tertiary,,,вулиця
31705994,Перемишльська вулиця,unclassified,,,вулиця
31714665,вулиця Володимира Жаботинського,residential,,,вулиця
31715100,вулиця Януша Корчака,residential,,,вулиця
31715228,вулиця Всеволода Петріва,residential,,,вулиця
31715305,Сеньківський провулок,residential,,,провулок
31715399,вулиця Марка Безручка,residential,,,вулиця
31715413,вулиця Зеленого Клину,residential,,,вулиця
31726401,Авіаконструкторська вулиця,residential,,,вулиця
31726415,Сільська вулиця,residential,,,вулиця
31726417,вулиця Володимира Гапоненка,residential,,,вулиця
31726418,Хмельницька вулиця,residential,,,вулиця
31726420,бульвар Академіка Вернадського,secondary,,,бульвар
31726421,вулиця Гетьмана Кирила Розумовського,residential,,,вулиця
31727701,вулиця Композитора Лятошинського,tertiary,,,вулиця
31727703,вулиця Василя Касіяна,tertiary,,,вулиця
31727714,вулиця Героїв Маріуполя,tertiary,,,вулиця
31727716,вулиця Докії Гуменної,tertiary,,,вулиця
31727735,вулиця Дмитра Луценка,secondary,,,вулиця
31728918,Западинська вулиця,residential,,,вулиця
31753809,Верболозна вулиця,residential,,,вулиця
31753810,Захарівська вулиця,residential,,,вулиця
31753813,вулиця Оксани Мешко,residential,,,вулиця
31754288,Заводська вулиця,secondary,,,вулиця
31754637,вулиця Гулаків-Артемовських,residential,,,вулиця
31755732,вулиця Генерала Гандзюка,residential,,,вулиця
31755820,вулиця Митрофана Довнар-Запольського,tertiary,,,вулиця
31767139,Валківська вулиця,residential,,,вулиця
31767140,Подільський провулок,residential,,,провулок
31832175,провулок Рилєєва,residential,,,провулок
31832204,Ясногірська вулиця,residential,,,вулиця
31832205,Бердянська вулиця,residential,,,вулиця
31832208,провулок Академіка Івахненка,residential,,,провулок
31832209,Бугорна вулиця,residential,,,вулиця
31832210,Полянська вулиця,residential,,,вулиця
31832212,вулиця Академіка Івахненка,residential,,,вулиця
31838158,Коростенська вулиця,tertiary,,,вулиця
31838160,Соснова вулиця,residential,,,вулиця
31838161,Гостомельська вулиця,residential,,,вулиця
31838163,Юнацька вулиця,residential,,,вулиця
31838164,Димерська вулиця,residential,,,вулиця
31838166,Лісорубна вулиця,residential,,,вулиця
31838167,Клавдіївська вулиця,residential,,,вулиця
31838172,Таращанський провулок,residential,,,провулок
31838174,Камʼянець-Подільська вулиця,residential,,,вулиця
31838176,Таращанська вулиця,residential,,,вулиця
31838612,Рубежівська вулиця,residential,,,вулиця
31838614,Підлісна вулиця,primary,,,вулиця
31838616,Корсунська вулиця,residential,,,вулиця
31841120,Серпова вулиця,residential,,,вулиця
31841122,вулиця Клима Чурюмова,residential,,,вулиця
31841127,Біличанська вулиця,residential,,,вулиця
31841131,Ірпінська вулиця,residential,,,вулиця
31841137,вулиця Академіка Доброхотова,residential,,,вулиця
31842198,вулиця Павла Глазового,residential,,,вулиця
31842199,вулиця Олександра Оксанченка,residential,,,вулиця
31842201,Звенигородська вулиця,residential,,,вулиця
31842202,Улицька вулиця,residential,,,вулиця
31842203,Бородянський провулок,residential,,,провулок
31842205,вулиця Академіка Кримського,residential,,,вулиця
31842206,вулиця Максима Залізняка,residential,,,вулиця
31842672,Камʼянець-Подільський провулок,residential,,,провулок
31842674,Робочий провулок,residential,,,провулок
31842675,Бахмацька вулиця,residential,,,вулиця
31842676,Брусилівська вулиця,residential,,,вулиця
31842677,вулиця Василя Стефаника,residential,,,вулиця
31845189,Воскресенська вулиця,residential,,,вулиця
31845209,Керченська площа,primary,,,площа
31845210,Лондонська вулиця,residential,,,вулиця
31891763,Малинський провулок,residential,,,провулок
31891764,Рубежівський провулок,residential,,,провулок
31892275,Малинська вулиця,residential,,,вулиця
32007476,Німанська вулиця,residential,,,вулиця
32059027,вулиця Івана Франка,tertiary,,,вулиця
32063714,вулиця Паторжинського,residential,,,вулиця
32065702,вулиця Миколи Миклухи-Маклая,residential,,,вулиця
32065703,Луганська вулиця,residential,,,вулиця
32065709,вулиця Володимира Брожка,secondary,,,вулиця
32488744,Венеційський міст,unclassified,,,міст
32492047,вулиця Ісаакяна,residential,,,вулиця
32492066,Ринковий провулок,residential,,,провулок
32508241,Паркова алея,pedestrian,,,алея
32534215,вулиця Вадима Гетьмана,primary,,,вулиця
32551823,вулиця Січових Стрільців,secondary,,,вулиця
32644932,провулок Князя Ярополка Святославича,residential,,,провулок
32663673,міст над алеєю Героїв Небесної Сотні,footway,,False,міст
32665745,провулок Алли Горської,residential,,,провулок
32667879,провулок Кудряшова,residential,,,провулок
32667896,Докучаєвська вулиця,residential,,,вулиця
32667899,Городня вулиця,residential,,,вулиця
32667901,Кондукторська вулиця,residential,,,вулиця
32694762,вулиця Володимира Сікевича,residential,,,вулиця
32695541,Фастівська вулиця,residential,,,вулиця
32724760,вулиця Братів Зерових,residential,,,вулиця
32771947,вулиця Генерала Генадія Воробйова,residential,,,вулиця
32772679,Богданівський провулок,service,,,провулок
32940053,Здолбунівська вулиця,tertiary,,,вулиця
32949128,вулиця Гетьмана Павла Скоропадського,secondary,,,вулиця
32951820,Старовокзальна вулиця,primary,,,вулиця
32961635,вулиця Професора Павловського,residential,,,вулиця
33043470,проспект Георгія Нарбута,primary,,,проспект
33043474,вулиця Андрія Малишка,tertiary,,,вулиця
33066063,вулиця Григорія Кочура,residential,,,вулиця
33066072,Кишинівська вулиця,residential,,,вулиця
33066074,вулиця Катерини Ступницької,residential,,,вулиця
33066100,Азовська вулиця,residential,,,вулиця
33066103,вулиця Сімʼї Житецьких,residential,,,вулиця
33080429,Тетянинська вулиця,residential,,,вулиця
33120103,Чугуївський провулок,residential,,,провулок
33120104,Грушецька вулиця,residential,,,вулиця
33120749,вулиця Василя Макуха,residential,,,вулиця
33120754,вулиця Антона Цедіка,residential,,,вулиця
33121261,вулиця Авіаконструктора Ігоря Сікорського,tertiary,,,вулиця
33121265,Новоукраїнська вулиця,residential,,,вулиця
33121268,вулиця Степана Руданського,residential,,,вулиця
33121269,Ризька вулиця,tertiary,,,вулиця
33124833,Глибочицький проїзд,secondary,,,проїзд
33125641,вулиця Герцена,residential,,,вулиця
33125644,вулиця Академіка Ромоданова,residential,,,вулиця
33168510,Оріхуватська вулиця,residential,,,вулиця
33506396,Фрометівська вулиця,residential,,,вулиця
33534370,вулиця Юрія Шевельова,residential,,,вулиця
33730635,Новгород-Сіверська вулиця,residential,,,вулиця
33730669,вулиця Васильченка,residential,,,вулиця
33730732,вулиця Максима Березовського,service,,,вулиця
33859863,вулиця Валентини Радзимовської,residential,,,вулиця
33900528,вулиця Наталії Ужвій,tertiary,,,вулиця
33936241,Чорнобильська вулиця,secondary,,,вулиця
34021779,провулок Надії Світличної,residential,,,провулок
34160184,Затишна вулиця,residential,,,вулиця
34370884,Батуринська вулиця,residential,,,вулиця
34798355,Лісна вулиця,tertiary,,,вулиця
34798357,вулиця Івана Дяченка,tertiary,,,вулиця
34798358,вулиця Геофізиків,residential,,,вулиця
34798360,Автопаркова вулиця,unclassified,,,вулиця
34872153,Харківська площа,primary,,,площа
34951100,провулок Академіка Патона,residential,,,провулок
34994648,вулиця Родини Рудинських,residential,,,вулиця
35399803,Берковецька вулиця,unclassified,,,вулиця
35481205,вулиця Михайла Грушевського,secondary,,,вулиця
35481208,вулиця Мечникова,tertiary,,,вулиця
35682014,Новопирогівська вулиця,residential,,,вулиця
35802278,вулиця Петра Ніщинського,residential,,,вулиця
35855854,вулиця Богдана Ступки,residential,,,вулиця
36728416,вулиця Федора Кричевського,residential,,,вулиця
36728417,вулиця Михайла Котельникова,residential,,,вулиця
36728418,Верховинна вулиця,residential,,,вулиця
36728419,Львівська вулиця,residential,,,вулиця
36728420,вулиця Відпочинку,residential,,,вулиця
36728421,вулиця Івана Крамського,residential,,,вулиця
36728422,вулиця Анатолія Петрицького,residential,,,вулиця
36728423,Святошинська вулиця,secondary,,,вулиця
36728426,Жмеринська вулиця,secondary,,,вулиця
36728428,вулиця Перемоги,residential,,,вулиця
36728430,вулиця Тараса Бульби-Боровця,residential,,,вулиця
36728431,вулиця Бетховена,residential,,,вулиця
36728433,Святошинський провулок,residential,,,провулок
36839310,Зрошувальна вулиця,residential,,,вулиця
36889191,Фестивальна вулиця,living_street,,False,вулиця
36889192,Мисливський провулок,service,,,провулок
37175333,вулиця Степана Чобану,residential,,,вулиця
37292639,вулиця Рахманінова,residential,,,вулиця
37326321,Депутатська вулиця,residential,,,вулиця
37337129,вулиця Будіндустрії,unclassified,,,вулиця
37337134,Інженерна вулиця,residential,,,вулиця
37337135,Деревообробна вулиця,residential,,,вулиця
37339352,Червиновський провулок,residential,,,провулок
37390896,вулиця Академіка Єфремова,tertiary,,,вулиця
37390897,Прилужна вулиця,tertiary,,,вулиця
37391270,вулиця Миколи Ушакова,tertiary,,,вулиця
37428156,вулиця Героїв Космосу,secondary,,,вулиця
37446945,вулиця Якуба Коласа,tertiary,,,вулиця
37482543,Соломʼянська вулиця,secondary,,,вулиця
37487601,Сортувальна вулиця,tertiary,,,вулиця
37487603,Причальна вулиця,unclassified,,,вулиця
37556412,Живописна вулиця,residential,,,вулиця
37558115,Набережно-Рибальська дорога,secondary,,,дорога
37567905,бульвар Жуля Верна,tertiary,,,бульвар
37567909,вулиця Тулузи,tertiary,,,вулиця
37568273,вулиця Дмитра Чижевського,residential,,,вулиця
37568274,вулиця Академіка Кіпріанова,residential,,,вулиця
37568874,вулиця Гната Юри,tertiary,,,вулиця
37588368,Варязький провулок,residential,,,провулок
37589640,вулиця Сірожупанників,residential,,,вулиця
37786734,вулиця Михайла Максимовича,secondary,,,вулиця
37797417,Ніжинська вулиця,residential,,,вулиця
37811100,Попільнянська вулиця,residential,,,вулиця
37811103,Знамʼянська вулиця,residential,,,вулиця
37811104,Газова вулиця,residential,,,вулиця
37811105,вулиця Танкістів,residential,,,вулиця
37811106,Одеська вулиця,residential,,,вулиця
37811715,Залісна вулиця,residential,,,вулиця
37811716,Планерна вулиця,residential,,,вулиця
37811718,Зелена вулиця,residential,,,вулиця
37811720,Новопольова вулиця,residential,,,вулиця
37811721,вулиця Миколи Шепелєва,residential,,,вулиця
37838892,Велика Житомирська вулиця,secondary,,,вулиця
37852081,вулиця Григоровича-Барського,tertiary,,,вулиця
37852084,вулиця Академіка Корольова,secondary,,,вулиця
37852087,вулиця Василя Доманицького,residential,,,вулиця
37852088,вулиця Василя Кучера,tertiary,,,вулиця
37869370,Привітна вулиця,residential,,,вулиця
37958532,Нивська вулиця,residential,,,вулиця
37958533,Нивський провулок,residential,,,провулок
37958534,Олександрівська вулиця,residential,,,вулиця
37958536,Брюссельська вулиця,residential,,,вулиця
38042669,вулиця Академіка Сєркова,residential,,,вулиця
38083259,Глибочицька вулиця,secondary,,,вулиця
38098365,вулиця Олекси Довбуша,service,,,вулиця
38099231,вулиця Академіка Кухаря,tertiary,,,вулиця
38123816,Велика Окружна вулиця,tertiary,,,вулиця
38123819,проспект Академіка Корольова,secondary,,,проспект
38273933,Поліський провулок,residential,,,провулок
38419377,Липова вулиця,service,,,вулиця
38632129,Медова вулиця,residential,,,вулиця
38633231,Зеленогірська вулиця,residential,,,вулиця
38634626,вулиця Ушинського,residential,,,вулиця
38644955,Ізюмська вулиця,residential,,,вулиця
38666041,вулиця Якова Гніздовського,tertiary,,,вулиця
39067790,Вирлицька вулиця,residential,,,вулиця
39074047,54-та Садова вулиця,residential,,,вулиця
39074048,55-та Садова вулиця,residential,,,вулиця
39074050,56-та Садова вулиця,residential,,,вулиця
39074051,57-ма Садова вулиця,residential,,,вулиця
39074052,58-ма Садова вулиця,residential,,,вулиця
39074053,60-та Садова вулиця,residential,,,вулиця
39074058,61-ша Садова вулиця,residential,,,вулиця
39074059,62-га Садова вулиця,residential,,,вулиця
39074060,63-тя Садова вулиця,residential,,,вулиця
39074061,64-та Садова вулиця,residential,,,вулиця
39074062,65-та Садова вулиця,residential,,,вулиця
39502888,Привокзальна вулиця,secondary,,,вулиця
39534499,Павлоградська вулиця,living_street,,False,вулиця
39534500,вулиця Байрона,living_street,,False,вулиця
39534501,вулиця Гетьмана Павла Бута,residential,,,вулиця
39534502,Компанійський провулок,residential,,,провулок
39643947,Міжнародна вулиця,residential,,,вулиця
39643948,вулиця Петра Дорошенка,residential,,,вулиця
39643949,вулиця Рейнгольда Глієра,residential,,,вулиця
39724171,вулиця Миколи Терещенка,residential,,,вулиця
40026086,Дніпроводська вулиця,primary,,,вулиця
40347303,Військовий проїзд,unclassified,,,проїзд
40481456,вулиця Сімʼї Бродських,residential,,,вулиця
40549377,вулиця Миколи Хвильового,residential,,,вулиця
40648024,Велика Китаївська вулиця,residential,,,вулиця
40648025,вулиця Павла Грабовського,residential,,,вулиця
40885916,Грузинський провулок,residential,,,провулок
40896920,вулиця Бориса Антоненка-Давидовича,residential,,,вулиця
40963828,Набережно-Корчуватська вулиця,residential,,,вулиця
40969603,Широка вулиця,residential,,,вулиця
41027200,вулиця Кастуся Калиновського,residential,,,вулиця
41055387,вулиця Софії Ковалевської,residential,,,вулиця
41081810,Бутишів провулок,residential,,,провулок
41259309,Полярна вулиця,primary,,,вулиця
41312268,Галерна вулиця,service,,,вулиця
41312291,Острівна вулиця,residential,,,вулиця
41378027,Пантелеймонівська вулиця,residential,,,вулиця
41378031,вулиця Академіка Лебедєва,residential,,,вулиця
41382380,вулиця Квітки-Основ’яненка,residential,,,вулиця
42485583,провулок Галшки Гулевичівни,residential,,,провулок
42485635,Феодосійська вулиця,residential,,,вулиця
42485741,вулиця Цимбалів Яр,residential,,,вулиця
42485750,Горяна вулиця,residential,,,вулиця
42485751,Чумацька вулиця,residential,,,вулиця
42485752,вулиця Академіка Писаржевського,residential,,,вулиця
42860365,вулиця Івана Богуна,residential,,,вулиця
42860367,вулиця Михайла Коцюбинського,residential,,,вулиця
42870918,Брацлавська вулиця,service,,,вулиця
42883949,Спортивна вулиця,residential,,,вулиця
42883958,Малинівська вулиця,residential,,,вулиця
42883959,205-та Садова вулиця,residential,,,вулиця
42883963,204-та Садова вулиця,residential,,,вулиця
42883980,201-ша Садова вулиця,residential,,,вулиця
42883999,206-та Садова вулиця,residential,,,вулиця
43309272,Броварська вулиця,primary,,,вулиця
43375922,вулиця Василя Верховинця,residential,,,вулиця
43375923,вулиця Василя Єрошенка,residential,,,вулиця
43378029,вулиця Сімʼї Стешенків,residential,,,вулиця
43378030,вулиця Давида Гурамішвілі,residential,,,вулиця
43620420,Георгіївський провулок,residential,,,провулок
44781208,Чистяківська вулиця,residential,,,вулиця
44781209,вулиця Авіаконструктора Петра Балабуєва,residential,,,вулиця
44781210,Чистяківський провулок,residential,,,провулок
45043035,Лікарняний провулок,residential,,,провулок
45143450,Дарницький автомобільно-залізничний міст,primary,,,міст
45143451,вулиця Петра Радзіня,primary,,,вулиця
45172928,вулиця Радистів,residential,,,вулиця
45205626,Фролівський провулок,service,,,провулок
45603023,Терещенківська вулиця,residential,,,вулиця
46041711,Лабораторна вулиця,residential,,,вулиця
46332461,вулиця Олега Мудрака,primary,,,вулиця
46337760,Робітнича вулиця,tertiary,,,вулиця
46601862,вулиця Василя Стуса,tertiary,,,вулиця
46601864,вулиця Мирослава Поповича,tertiary,,,вулиця
46609100,Волоська вулиця,residential,,,вулиця
46609820,вулиця Електриків,tertiary,,,вулиця
46975845,Прорізна вулиця,tertiary,,,вулиця
46988000,Михайлівська вулиця,secondary,,,вулиця
47122503,провулок Ярослава Хомова,residential,,,провулок
47155556,Голосіївська вулиця,secondary,,,вулиця
47172484,Лютеранська вулиця,residential,,,вулиця
47172486,вулиця Дарвіна,residential,,,вулиця
47172487,вулиця Кропивницького,residential,,,вулиця
47172499,провулок Івана Козловського,residential,,,провулок
47186981,Васильківська площа,secondary,,,площа
47233772,алея Героїв Крут,secondary,,,алея
47233793,Іпсилантіївський провулок,residential,,,провулок
48536271,вулиця Катерини Грушевської,residential,,,вулиця
48536272,Батумська вулиця,residential,,,вулиця
48536274,Краматорський провулок,residential,,,провулок
48536277,Краматорська вулиця,residential,,,вулиця
48536278,Старобільський провулок,residential,,,провулок
48573349,Костанайська вулиця,residential,,,вулиця
49151183,Тиврівський провулок,residential,,,провулок
49397801,Слобожанська вулиця,residential,,,вулиця
49931404,Урожайна вулиця,service,,,вулиця
49990311,вулиця Братів Чучупаків,residential,,,вулиця
49990314,Холодноярська вулиця,secondary,,,вулиця
49991116,вулиця Еллана-Блакитного,tertiary,,,вулиця
49991118,вулиця Горіхуватський Шлях,unclassified,,,вулиця
50439789,Грузинська вулиця,residential,,,вулиця
50805884,вулиця Генерала Алмазова,secondary,,,вулиця
50877626,вулиця Алімпія Галика,residential,,,вулиця
50885112,Гоголівська вулиця,tertiary,,,вулиця
50885119,Несторівський провулок,residential,,,провулок
51043022,Старокиївський провулок,residential,,,провулок
51043023,вулиця Віктора Ярмоли,residential,,,вулиця
51048971,вулиця Праведників,residential,,,вулиця
51048974,Татарська вулиця,residential,,,вулиця
51048975,Дорогожицька вулиця,residential,,,вулиця
51048978,Соляна вулиця,residential,,,вулиця
51048979,вулиця Миколи Мурашка,residential,,,вулиця
51048981,Нагірний провулок,residential,,,провулок
51048982,провулок Іллі Рєпіна,residential,,,провулок
51068575,Метробудівська вулиця,residential,,,вулиця
51113965,Залізнична вулиця,residential,,,вулиця
51113966,Дашавська вулиця,residential,,,вулиця
51179716,вулиця Патріарха Мстислава Скрипника,residential,,,вулиця
51179718,Платонівська вулиця,residential,,,вулиця
51179719,Платонівський провулок,residential,,,провулок
51179720,вулиця Людмили Проценко,residential,,,вулиця
51247399,Златопільська вулиця,residential,,,вулиця
51247400,Донська вулиця,residential,,,вулиця
51247401,вулиця Василя Барки,residential,,,вулиця
51247403,вулиця Василя Овсієнка,residential,,,вулиця
51247410,Гайсинська вулиця,residential,,,вулиця
51292831,Кінцева вулиця,service,,,вулиця
51545907,вулиця Гребінки,residential,,,вулиця
51545910,провулок Цимбалів Яр,residential,,,провулок
51545911,Малокитаївська вулиця,residential,,,вулиця
51548155,вулиця Василя Яна,residential,,,вулиця
51551888,Велика Кільцева вулиця,trunk,,,вулиця
51559478,провулок Гната Хоткевича,unclassified,,,провулок
51559479,Віскозна вулиця,unclassified,,,вулиця
51559480,вулиця Роберта Лісовського,unclassified,,,вулиця
51603552,вулиця Саперне Поле,residential,,,вулиця
51943844,вулиця Остапа Вишні,residential,,,вулиця
52024357,вулиця Ігоря Юхновського,tertiary,,,вулиця
52024364,Старосільська вулиця,residential,,,вулиця
52083778,провулок Руслана Лужевського,unclassified,,,провулок
52153298,вулиця Академіка Стражеска,residential,,,вулиця
52153817,Західна вулиця,residential,,,вулиця
52175890,вулиця Щепкіна,residential,,,вулиця
52175891,Профспілкова вулиця,tertiary,,,вулиця
52175892,Люботинська вулиця,residential,,,вулиця
52175894,вулиця Трактористів,residential,,,вулиця
52175895,Сиваська вулиця,residential,,,вулиця
52175897,Гроденський провулок,residential,,,провулок
52175898,провулок Василя Сухенка,residential,,,провулок
52175899,Профспілковий провулок,residential,,,провулок
52175901,вулиця Микешина,residential,,,вулиця
52175902,Бишівський провулок,residential,,,провулок
52175903,провулок Новаторів,residential,,,провулок
52175904,Люботинський провулок,residential,,,провулок
52175905,Сновська вулиця,residential,,,вулиця
52175906,Сновський провулок,residential,,,провулок
52175907,вулиця Любові Малої,residential,,,вулиця
52289466,Метрологічна вулиця,tertiary,,,вулиця
52305073,провулок Фізкультури,construction,,False,провулок
52333265,вулиця Устима Кармелюка,residential,,,вулиця
52333267,Лохвицька вулиця,residential,,,вулиця
52333271,Хорольський провулок,residential,,,провулок
52333272,Дністерська вулиця,residential,,,вулиця
52333273,провулок Устима Кармелюка,residential,,,провулок
52333274,Краснокутський провулок,residential,,,провулок
52721477,вулиця Дмитра Захарчука,residential,,,вулиця
52721489,вулиця Григорія Косинки,service,,,вулиця
52945400,Гаванська вулиця,tertiary,,,вулиця
52948921,Чорноморська вулиця,residential,,,вулиця
52948923,Гаванський провулок,residential,,,провулок
52958707,вулиця Миколи Садовського,residential,,,вулиця
52958710,вулиця Семена Скляренка,primary,,,вулиця
52958713,Фруктова вулиця,residential,,,вулиця
52958717,вулиця Енді Воргола,residential,,,вулиця
52958720,Рясний провулок,residential,,,провулок
52958721,Верболозний провулок,residential,,,провулок
